coding_consistency,assessment_score,project_quality,github_authenticity,defense_score,projects_completed,verified
90,47,56,33,83,6,1
51,65,90,39,91,1,1
30,52,49,92,90,6,0
29,72,82,44,63,6,0
92,62,99,92,67,6,1
97,55,57,48,94,4,1
96,38,90,92,34,2,1
76,97,54,85,54,5,1
44,53,58,50,42,3,0
21,75,93,63,72,5,1
83,73,72,46,64,3,1
54,67,64,47,32,0,0
26,96,75,95,53,0,0
37,29,37,80,57,1,0
86,66,55,94,89,0,1
61,31,63,72,87,0,0
58,66,87,86,24,2,0
60,60,72,39,59,6,0
94,51,72,66,89,4,1
43,82,85,77,40,1,0
79,70,36,98,47,2,0
65,90,80,85,22,1,0
38,49,42,65,42,4,0
87,97,51,60,91,1,1
61,51,52,84,38,5,0
51,25,76,67,94,5,0
58,98,40,44,69,5,0
55,66,82,45,93,0,1
55,76,33,82,77,4,0
22,49,50,85,39,2,0
92,78,52,36,91,2,1
27,91,60,86,72,3,1
89,30,33,84,28,2,0
60,82,71,81,23,6,0
87,94,75,33,60,5,1
32,77,100,72,44,6,1
68,90,81,69,53,6,1
79,82,56,59,92,5,1
21,26,91,39,28,3,0
79,100,81,36,94,0,1
24,46,78,65,32,2,0
63,61,40,64,28,4,0
46,44,86,68,99,3,1
51,48,80,65,23,2,0
40,89,47,49,53,0,0
27,89,41,78,26,6,0
91,25,62,88,34,4,0
69,27,96,78,57,4,0
86,70,54,55,94,6,1
63,79,82,65,71,0,1
77,99,46,72,100,2,1
22,88,41,72,26,6,0
89,69,39,62,64,1,0
21,50,72,74,78,2,0
63,89,56,74,40,6,1
21,48,64,44,47,6,0
100,98,81,46,22,3,1
54,59,82,41,33,3,0
49,48,40,51,21,2,0
27,52,52,52,48,5,0
41,40,25,41,37,3,0
63,83,65,97,56,1,1
77,78,72,80,64,5,1
55,40,55,42,64,1,0
88,39,60,86,43,4,0
96,35,57,84,65,3,1
50,89,57,57,31,6,0
66,92,47,73,72,5,1
74,67,84,48,64,2,1
99,93,54,75,51,5,1
81,37,69,32,37,6,0
49,34,63,49,32,4,0
74,99,69,54,23,1,0
35,65,36,85,42,4,0
31,74,56,90,81,0,0
36,95,80,84,73,3,1
35,83,48,64,93,2,0
31,63,37,88,74,1,0
27,27,44,68,88,4,0
22,100,80,86,59,2,1
35,31,77,96,33,3,0
49,73,92,63,47,6,1
42,50,78,70,91,2,0
24,57,58,51,99,3,0
84,72,52,56,90,3,1
49,26,74,50,86,3,0
40,95,26,70,48,4,0
89,56,50,60,80,6,1
41,28,75,56,87,3,0
91,44,71,66,28,2,0
51,60,50,95,36,6,0
52,56,99,83,68,0,1
35,52,98,38,82,2,0
95,25,85,71,97,4,1
57,84,47,65,65,3,0
33,80,61,39,32,6,0
55,59,65,88,64,0,0
42,54,76,69,72,4,0
85,78,73,83,36,1,1
21,60,51,68,66,1,0
92,79,30,36,81,1,0
84,82,98,33,69,0,1
94,89,90,44,62,6,1
86,93,48,77,87,2,1
71,75,62,35,94,0,1
81,46,52,64,91,6,1
42,77,52,100,47,0,0
45,60,90,97,64,6,1
87,92,85,87,60,0,1
74,60,70,48,55,1,0
25,76,93,91,52,5,1
54,77,99,100,44,6,1
41,74,98,39,38,6,0
62,65,67,54,66,6,1
34,42,83,73,52,2,0
79,46,26,87,86,5,0
31,90,39,54,33,5,0
68,45,61,69,98,0,0
61,68,95,99,52,2,1
57,71,44,39,61,5,0
64,63,59,95,84,3,1
54,53,58,54,66,0,0
49,78,55,100,54,0,0
49,41,43,40,51,0,0
97,84,92,65,74,3,1
25,55,48,78,73,3,0
86,97,63,77,95,1,1
99,73,78,36,70,4,1
26,26,63,80,99,2,0
71,72,41,46,78,4,0
33,38,43,61,91,0,0
92,83,72,55,33,5,1
34,82,59,51,37,0,0
40,82,56,42,74,5,0
54,75,71,41,75,1,0
85,26,71,100,68,6,1
21,65,88,30,79,4,0
54,40,70,62,72,6,0
97,28,59,43,90,6,1
39,36,41,93,25,0,0
29,53,66,72,89,4,0
44,31,53,87,27,1,0
85,38,94,70,34,4,0
44,36,41,97,45,5,0
73,29,38,68,58,2,0
52,56,48,30,22,6,0
55,98,81,70,76,1,1
33,67,74,74,29,4,0
84,93,81,42,22,0,0
99,69,85,100,65,3,1
73,33,63,38,41,3,0
71,73,79,92,86,1,1
22,57,60,52,84,3,0
60,42,61,83,38,2,0
25,33,38,76,81,1,0
44,86,51,68,76,0,0
32,81,55,55,95,0,0
27,53,97,30,32,1,0
40,49,68,43,35,3,0
87,39,92,94,35,3,1
44,30,72,98,71,0,0
98,66,81,96,60,2,1
87,53,99,78,67,5,1
64,28,46,79,58,3,0
79,81,28,87,32,2,0
31,73,96,82,23,6,0
51,68,70,86,62,3,1
32,99,83,47,100,5,1
50,38,58,45,65,1,0
97,27,35,31,66,4,0
39,86,55,42,72,0,0
37,88,35,74,44,1,0
79,69,80,72,60,3,1
82,82,62,83,22,5,1
25,44,45,60,96,0,0
51,82,34,38,32,4,0
62,81,50,77,37,4,0
21,92,32,47,56,5,0
79,76,32,40,62,5,0
42,61,84,91,53,3,0
50,32,96,48,100,0,0
24,68,58,53,74,6,0
53,29,40,42,71,6,0
29,93,37,75,55,3,0
21,55,100,82,73,4,1
30,69,46,58,78,1,0
69,33,51,65,71,1,0
50,56,88,100,38,2,0
75,57,26,46,31,4,0
98,91,50,77,30,6,1
92,54,93,53,67,6,1
28,100,54,83,98,4,1
40,53,32,30,35,3,0
92,27,62,96,90,2,1
47,81,85,35,66,5,1
81,54,89,84,86,2,1
26,33,91,67,50,0,0
99,50,70,62,95,3,1
35,26,96,37,27,5,0
23,86,67,49,80,5,0
23,27,83,84,63,6,0
59,70,70,77,69,1,1
36,92,96,85,54,0,1
71,49,59,39,95,2,0
71,75,63,81,80,1,1
55,37,75,79,74,4,0
57,68,28,63,85,3,0
69,59,75,65,33,2,0
82,79,29,90,23,4,0
82,33,79,45,36,5,0
81,26,44,47,88,6,0
26,85,48,100,43,2,0
46,65,60,76,68,1,0
33,68,58,61,74,0,0
90,88,78,72,90,1,1
24,55,58,69,42,3,0
74,71,41,94,100,6,1
21,26,29,64,31,3,0
81,93,42,98,30,2,1
40,82,79,79,94,1,1
98,68,77,41,48,0,0
40,98,74,87,81,5,1
29,80,96,92,72,3,1
77,67,69,78,67,0,1
58,58,37,65,85,4,0
24,54,40,83,67,2,0
84,95,37,76,78,0,1
32,94,44,61,90,2,0
72,79,90,82,76,4,1
64,91,71,61,95,0,1
51,37,43,91,22,6,0
55,27,69,66,100,0,0
100,50,61,67,51,5,1
79,81,78,59,27,4,1
30,48,30,87,49,6,0
82,77,38,61,34,6,0
40,94,28,95,93,1,1
71,67,79,80,74,0,1
74,84,58,40,57,5,0
45,82,51,88,34,0,0
87,73,31,49,49,5,0
53,66,27,66,65,6,0
71,100,71,78,83,3,1
71,90,26,48,45,6,0
48,35,49,84,97,1,0
57,42,84,69,86,0,0
61,76,48,36,55,4,0
40,70,39,34,97,2,0
61,68,38,71,50,4,0
32,46,78,77,97,1,0
83,77,30,36,59,3,0
36,83,42,40,93,3,0
28,54,44,78,92,3,0
60,32,86,59,65,5,0
20,81,64,70,61,4,0
21,97,63,32,37,2,0
79,44,76,69,55,6,1
67,49,56,80,95,6,1
48,43,97,61,69,2,0
29,29,51,77,80,6,0
77,99,76,100,59,5,1
79,96,87,100,22,0,1
40,51,98,49,26,5,0
47,64,87,64,50,2,0
94,50,41,53,84,2,0
53,51,73,69,83,0,0
27,86,47,81,96,4,1
78,74,96,68,22,4,1
91,66,37,97,54,1,0
68,53,47,90,34,4,0
98,63,81,94,40,3,1
36,84,86,91,81,3,1
79,65,78,31,47,1,0
64,57,44,35,23,2,0
88,40,76,72,32,1,0
51,47,47,69,98,0,0
63,31,59,68,70,1,0
84,50,91,57,67,1,1
27,36,58,92,58,5,0
96,96,57,93,86,3,1
91,29,70,41,77,0,0
62,93,69,70,21,5,0
20,73,43,58,44,0,0
70,50,39,52,30,1,0
43,29,90,80,20,5,0
43,46,63,74,67,5,0
36,37,42,51,67,0,0
24,52,94,39,29,0,0
39,57,83,36,100,4,0
40,47,56,44,49,6,0
77,42,45,75,54,0,0
50,54,64,90,38,5,0
30,50,51,90,72,2,0
71,40,26,80,53,0,0
34,63,63,67,51,3,0
26,57,80,41,95,4,0
47,50,37,95,100,3,0
70,72,80,83,25,6,1
77,89,90,68,32,3,1
24,62,80,68,94,2,0
24,26,52,59,83,4,0
27,30,88,77,26,6,0
83,70,95,60,64,1,1
29,74,88,54,64,5,0
57,62,80,97,84,5,1
100,42,65,80,38,0,0
27,51,65,42,66,5,0
44,65,28,92,65,2,0
92,96,81,71,48,5,1
85,98,54,83,80,2,1
98,41,70,96,84,1,1
69,86,80,85,42,2,1
86,53,55,48,70,1,0
68,82,31,75,82,1,0
55,94,78,44,41,1,0
87,46,32,61,90,2,0
97,30,79,78,52,6,1
60,50,93,50,63,1,0
81,63,68,94,26,6,1
29,36,37,99,21,2,0
40,38,44,56,36,4,0
55,46,56,52,84,1,0
31,75,84,76,77,2,1
21,47,74,41,49,2,0
32,72,51,95,45,6,0
72,95,49,34,54,2,0
51,74,76,38,82,0,0
35,37,92,49,94,6,0
51,34,45,92,90,6,0
51,79,42,100,47,0,0
30,33,63,59,44,1,0
29,76,39,45,80,5,0
34,26,77,34,50,4,0
36,49,62,58,73,5,0
59,37,72,76,86,1,0
37,75,76,51,70,3,0
74,82,96,86,77,3,1
92,58,52,64,53,4,0
44,59,40,89,78,6,0
78,27,40,99,40,4,0
97,83,59,89,75,4,1
41,94,41,87,56,0,0
49,72,97,32,83,0,1
63,88,76,63,38,3,0
51,43,36,74,97,4,0
70,91,72,79,93,2,1
65,97,46,31,72,5,0
40,100,73,44,90,3,1
51,29,76,66,82,4,0
58,91,25,44,81,2,0
31,35,90,89,91,4,1
66,92,88,93,96,6,1
37,93,32,81,38,1,0
40,25,49,52,94,2,0
32,87,90,66,21,6,0
40,53,97,70,25,5,0
27,36,97,86,48,1,0
65,65,94,54,60,6,1
26,26,75,66,70,0,0
42,61,77,69,24,3,0
94,69,39,75,60,4,1
41,72,74,89,81,3,1
41,48,95,48,49,5,0
48,46,99,38,81,4,0
32,35,62,98,46,1,0
21,82,64,34,69,2,0
48,70,90,55,71,2,1
98,53,63,48,68,4,1
71,59,98,59,81,1,1
46,39,41,77,79,4,0
69,84,31,45,99,4,1
98,66,63,100,73,6,1
42,67,92,47,24,4,0
63,98,59,85,28,2,0
96,73,75,50,53,5,1
41,88,71,60,55,4,0
62,56,60,30,39,2,0
56,88,88,32,100,0,1
80,26,37,54,82,1,0
75,48,42,37,86,0,0
22,90,45,94,49,4,0
82,62,89,91,88,2,1
38,55,32,36,89,1,0
42,50,72,36,22,3,0
48,53,67,37,68,1,0
49,91,77,48,61,1,0
58,49,51,46,43,4,0
44,72,43,40,63,6,0
27,89,47,78,20,0,0
77,77,74,40,73,0,1
35,91,75,70,71,3,1
91,42,67,91,55,4,1
20,33,75,81,98,1,0
24,62,93,95,57,6,1
22,45,65,97,63,5,0
84,89,96,96,66,0,1
23,45,35,69,48,0,0
83,51,76,34,70,2,0
29,94,47,51,60,1,0
40,68,73,66,83,4,1
65,52,62,40,67,0,0
46,69,71,73,96,6,1
85,41,96,82,41,4,1
60,64,31,90,36,1,0
32,27,90,96,24,1,0
28,100,86,42,80,0,1
55,100,53,40,25,3,0
77,90,62,40,72,4,1
73,70,57,36,100,4,1
31,54,53,46,36,2,0
100,93,47,77,78,6,1
97,33,27,43,58,1,0
33,35,69,92,73,1,0
53,93,32,93,67,0,0
72,90,53,94,56,0,1
39,55,26,63,67,0,0
94,57,74,38,87,2,1
35,63,89,66,97,6,1
89,70,44,59,96,3,1
75,61,76,70,46,0,0
77,84,61,74,46,0,0
23,55,96,76,91,5,1
23,35,51,36,82,6,0
39,26,71,43,71,0,0
29,51,30,77,66,2,0
43,26,84,35,40,4,0
45,45,69,63,76,3,0
56,82,68,75,94,4,1
73,29,42,88,61,5,0
40,76,89,99,67,1,1
93,69,49,37,46,1,0
57,44,51,53,91,0,0
65,85,31,96,52,5,1
23,62,68,33,95,4,0
79,44,53,30,54,2,0
76,49,68,63,35,3,0
64,26,60,38,55,6,0
39,56,43,92,85,4,0
36,50,30,39,95,5,0
90,94,49,39,75,5,1
23,65,55,79,36,6,0
33,91,33,73,39,4,0
22,25,98,77,27,3,0
99,75,61,35,37,4,0
77,29,51,53,37,4,0
74,37,37,87,37,3,0
23,43,65,93,21,2,0
43,36,90,85,95,6,1
53,72,48,41,91,5,0
49,49,68,64,70,3,0
38,81,84,100,29,0,0
50,59,33,35,94,0,0
79,100,26,94,33,0,0
79,29,80,89,45,0,0
38,46,54,97,66,6,0
68,81,46,58,49,1,0
82,71,99,67,75,2,1
41,78,37,51,61,1,0
43,27,95,37,23,4,0
95,77,40,92,30,4,1
49,55,69,42,43,3,0
77,93,89,56,86,0,1
50,57,35,47,56,3,0
83,96,94,47,21,4,1
38,74,44,91,31,0,0
67,40,87,43,40,6,0
64,100,36,40,88,5,1
74,63,86,46,90,2,1
74,70,66,80,83,4,1
37,71,93,43,87,5,1
82,68,82,86,62,3,1
66,33,29,35,73,5,0
94,74,51,86,81,3,1
76,84,52,33,92,4,1
64,39,50,40,31,1,0
52,60,73,40,20,6,0
36,87,45,37,91,6,0
89,93,25,88,52,2,1
23,65,82,50,83,6,0
39,98,79,94,87,5,1
66,48,50,53,33,6,0
34,73,49,59,33,5,0
89,42,57,86,28,4,0
66,31,96,46,92,6,1
97,28,93,88,45,4,1
94,93,30,60,68,6,1
28,84,47,93,36,3,0
35,79,54,77,87,0,0
88,40,78,52,79,0,0
80,53,35,99,22,0,0
29,47,55,59,44,3,0
69,38,30,84,40,0,0
22,73,35,36,31,4,0
96,57,36,41,73,1,0
89,49,90,89,20,1,0
100,45,77,81,20,6,1
70,41,60,56,64,1,0
38,47,41,41,65,0,0
61,81,52,42,67,1,0
54,82,46,91,26,5,0
65,38,31,58,29,0,0
45,44,39,64,34,5,0
88,54,35,89,59,4,0
83,43,48,58,30,5,0
56,77,91,60,75,4,1
68,80,54,90,65,3,1
40,47,94,31,64,3,0
93,86,90,62,32,6,1
83,57,85,91,46,5,1
24,42,65,88,100,2,0
89,97,75,69,69,4,1
23,57,68,78,80,0,0
58,56,37,61,32,2,0
54,85,36,67,31,4,0
20,78,33,42,48,0,0
43,41,72,83,39,4,0
76,43,73,42,50,4,0
89,94,77,68,27,0,1
60,58,80,52,43,4,0
73,49,64,43,94,4,1
65,92,48,46,58,4,0
79,98,96,53,52,6,1
79,98,57,87,61,3,1
76,35,47,92,34,1,0
50,40,78,63,87,4,0
43,85,77,80,84,6,1
55,31,73,39,51,0,0
49,40,73,50,30,5,0
43,40,84,66,56,4,0
49,64,89,36,38,6,0
26,36,56,42,70,3,0
54,59,45,59,53,6,0
74,45,42,60,90,3,0
33,74,84,34,79,5,0
29,67,37,61,72,4,0
99,41,48,45,31,2,0
35,56,54,51,81,5,0
73,65,26,93,85,1,0
96,30,49,73,67,0,0
89,51,74,69,59,6,1
63,44,38,66,43,0,0
92,49,30,45,69,0,0
64,90,100,72,87,0,1
75,33,54,92,62,3,0
76,77,54,44,36,6,0
40,85,62,73,74,1,0
87,62,82,38,53,4,1
69,27,65,94,89,4,1
52,94,81,73,79,2,1
26,79,60,49,70,4,0
89,25,88,99,96,1,1
34,94,40,62,92,4,0
51,69,96,35,54,3,0
94,71,38,60,53,5,0
39,50,55,95,35,4,0
34,38,90,47,37,0,0
67,78,92,57,57,0,1
90,95,89,97,62,5,1
40,70,79,94,51,0,0
61,55,64,74,26,0,0
45,83,49,87,65,3,0
33,53,49,76,80,3,0
76,41,27,95,37,3,0
56,38,93,81,90,4,1
77,60,50,65,59,5,0
40,82,64,30,97,0,0
88,48,62,68,69,2,1
22,87,62,30,24,5,0
56,49,92,43,73,2,0
68,83,31,100,77,0,1
38,56,54,52,41,1,0
31,42,43,72,93,5,0
80,61,59,51,98,4,1
60,50,57,89,57,2,0
52,33,57,56,68,5,0
69,88,62,85,20,5,0
87,96,34,31,97,3,1
90,44,81,68,55,1,1
52,78,52,80,47,3,0
100,54,62,48,54,1,0
43,77,40,91,79,1,0
80,87,45,100,81,4,1
80,35,30,96,65,5,0
47,55,65,92,98,3,1
77,73,39,34,80,3,0
62,43,27,90,84,2,0
60,36,67,100,45,5,0
58,39,71,36,54,0,0
68,55,38,79,76,0,0
36,67,90,75,98,2,1
89,61,53,43,82,1,0
89,53,28,98,23,2,0
84,50,50,94,98,2,1
93,26,36,94,61,3,0
24,39,26,86,64,2,0
21,28,41,91,58,6,0
41,74,59,49,84,1,0
76,62,34,55,41,0,0
85,47,67,73,30,4,0
93,83,45,96,56,5,1
35,99,39,99,70,2,1
70,52,59,91,77,5,1
58,90,84,74,96,2,1
95,32,68,40,26,6,0
59,53,29,63,27,5,0
57,35,97,75,70,3,1
79,42,42,61,42,3,0
78,79,45,34,28,5,0
29,74,96,92,65,2,1
83,38,98,58,57,6,1
82,98,75,77,32,6,1
68,33,65,45,26,2,0
83,35,48,54,30,1,0
51,87,48,58,93,0,0
26,100,62,81,69,0,0
40,91,68,75,86,6,1
39,77,81,54,60,4,0
45,63,83,52,48,0,0
87,80,58,63,56,4,1
34,52,99,96,75,3,1
98,99,47,63,99,4,1
33,63,67,61,35,4,0
46,49,64,58,63,0,0
59,45,71,38,69,6,0
77,34,65,95,90,2,1
47,67,71,86,98,6,1
45,39,44,68,25,3,0
82,72,89,36,37,1,0
85,45,92,98,38,4,1
44,84,48,37,70,4,0
22,74,60,47,85,5,0
91,47,69,78,22,4,0
63,37,26,45,73,6,0
61,93,52,50,68,2,0
25,28,50,39,47,1,0
58,96,47,33,57,6,0
71,33,60,73,47,5,0
42,59,30,37,51,6,0
69,45,59,84,60,0,0
62,82,62,48,55,3,0
38,42,59,93,55,2,0
88,96,98,69,85,1,1
70,67,77,80,29,3,0
30,30,62,38,89,0,0
31,91,83,59,91,3,1
93,36,67,85,98,5,1
27,36,28,73,82,4,0
43,90,29,88,41,4,0
60,26,92,44,39,2,0
55,39,69,97,52,3,0
91,47,49,99,34,6,0
74,53,35,90,26,4,0
28,31,53,52,69,2,0
66,52,58,76,29,2,0
34,38,38,46,98,5,0
67,68,48,86,56,2,0
61,54,83,83,78,0,1
79,56,63,81,94,6,1
89,94,50,51,82,4,1
31,30,67,68,40,4,0
21,51,60,42,98,1,0
26,48,63,95,98,0,0
99,58,85,81,56,4,1
22,64,40,43,64,5,0
22,71,83,92,33,4,0
46,99,30,100,62,1,0
59,48,80,57,52,3,0
52,89,32,75,22,3,0
20,42,51,57,63,0,0
27,68,95,31,54,2,0
51,100,51,46,44,1,0
67,81,70,88,27,1,0
23,52,65,81,81,4,0
89,95,49,33,37,5,0
38,47,42,32,47,4,0
51,58,36,66,94,5,0
28,35,75,53,31,1,0
31,59,63,64,83,2,0
30,66,34,31,21,3,0
65,52,98,62,78,0,1
35,48,78,39,56,6,0
20,32,53,91,23,5,0
82,77,65,72,60,3,1
40,96,33,98,64,0,0
49,28,87,88,53,2,0
32,29,61,38,32,1,0
53,73,38,89,26,2,0
23,54,97,92,51,5,0
47,96,96,81,42,1,1
78,87,63,52,68,4,1
46,71,64,59,91,0,0
88,50,78,72,66,4,1
44,81,27,97,56,1,0
22,61,79,50,67,6,0
87,31,57,72,48,0,0
44,64,95,36,56,0,0
39,63,43,45,42,4,0
53,86,58,52,57,0,0
45,77,74,87,63,1,1
24,28,71,60,24,6,0
80,49,70,98,71,5,1
28,31,80,35,59,5,0
69,52,81,94,30,1,0
25,93,75,88,97,4,1
79,91,78,57,21,2,0
63,44,52,47,54,1,0
30,35,43,39,64,5,0
85,91,51,36,68,1,1
66,31,72,66,54,0,0
92,47,43,74,91,0,1
22,85,75,45,51,1,0
95,95,31,43,87,4,1
49,58,53,40,90,2,0
40,43,67,63,58,0,0
47,82,93,89,67,5,1
81,33,82,42,56,6,0
52,72,32,68,79,0,0
54,65,66,73,100,5,1
71,72,100,57,93,6,1
53,69,66,69,23,2,0
60,49,37,45,42,6,0
70,49,50,79,33,0,0
66,43,42,57,24,6,0
77,63,66,97,85,4,1
94,51,75,89,43,5,1
76,98,40,41,37,0,0
42,87,27,45,46,0,0
67,92,69,82,43,1,1
41,43,46,83,48,4,0
36,52,47,78,30,4,0
88,57,83,65,37,1,0
30,34,86,91,23,6,0
34,54,92,55,52,5,0
54,46,78,85,97,3,1
52,27,81,51,61,2,0
35,99,47,98,51,4,0
53,72,84,78,70,3,1
85,26,97,31,23,5,0
59,100,79,82,39,2,1
47,78,87,36,86,4,1
66,30,80,49,87,0,0
58,64,79,59,81,4,1
89,26,49,96,77,2,0
92,97,50,88,66,6,1
39,26,73,95,94,3,0
20,98,87,32,99,6,1
91,79,69,85,78,0,1
82,96,97,46,25,2,1
86,84,63,81,59,5,1
23,30,89,36,96,6,0
77,43,93,34,42,2,0
44,51,80,83,71,4,0
66,25,33,90,23,5,0
57,57,94,45,56,1,0
34,64,52,96,61,1,0
82,56,69,88,63,6,1
40,93,50,76,61,0,0
76,41,52,77,48,2,0
72,32,64,93,38,3,0
65,81,39,79,51,0,0
33,66,30,70,63,5,0
95,33,51,51,74,6,0
36,59,62,83,99,0,0
58,95,92,34,24,6,0
28,77,99,46,65,4,0
96,78,88,70,95,5,1
98,49,54,64,64,3,1
25,91,27,69,40,2,0
42,86,86,51,97,5,1
78,79,36,77,41,2,0
65,70,54,82,49,2,0
57,48,62,39,42,0,0
33,70,84,47,24,4,0
91,46,62,78,82,0,1
81,35,39,100,78,1,0
54,72,42,59,71,1,0
38,32,76,48,84,2,0
49,63,53,84,58,4,0
97,59,84,89,100,5,1
44,73,45,50,22,2,0
59,70,41,55,61,5,0
33,62,42,57,90,2,0
45,32,81,68,46,0,0
41,78,61,62,47,2,0
67,61,84,69,73,2,1
70,64,62,58,34,4,0
22,58,36,49,72,4,0
61,41,99,49,91,6,1
38,57,97,41,89,5,1
92,71,25,54,23,4,0
47,76,82,54,36,2,0
64,33,27,33,53,4,0
90,57,87,33,25,4,0
97,84,45,38,55,3,0
82,45,47,44,58,3,0
92,82,33,55,99,1,1
38,93,79,100,85,0,1
66,34,43,61,27,6,0
33,30,86,81,34,6,0
57,37,63,61,82,0,0
72,89,100,38,99,4,1
80,44,51,42,84,1,0
55,81,70,85,78,1,1
59,70,58,73,29,5,0
100,32,57,59,26,6,0
49,34,74,45,93,3,0
28,97,44,41,95,1,0
83,91,64,95,100,2,1
52,35,82,47,31,5,0
71,36,55,42,98,6,0
33,34,62,53,65,4,0
94,49,69,41,51,2,0
72,73,65,89,51,0,1
78,73,33,89,97,6,1
97,35,33,30,80,3,0
60,86,87,72,88,2,1
87,60,46,84,80,4,1
87,63,40,69,65,2,0
27,77,56,93,87,2,1
21,80,90,63,74,1,0
60,25,38,63,20,3,0
74,80,62,77,96,0,1
35,28,32,62,86,4,0
81,54,45,97,68,5,1
67,36,80,59,44,5,0
49,59,70,100,35,4,0
31,76,67,100,32,0,0
54,55,70,58,71,4,0
30,92,72,52,55,1,0
83,76,94,63,91,5,1
69,31,55,44,63,6,0
40,46,57,82,66,5,0
88,99,68,46,99,6,1
67,80,95,93,95,2,1
39,82,32,90,39,1,0
86,88,97,86,37,5,1
63,36,26,66,73,1,0
52,31,41,36,31,1,0
92,79,76,37,44,0,0
80,86,69,97,79,5,1
28,97,61,50,94,6,1
87,79,66,90,53,3,1
54,60,68,58,32,6,0
100,48,62,54,57,0,0
84,68,30,87,31,0,0
27,41,92,43,55,1,0
64,26,75,95,47,3,0
66,37,59,83,58,0,0
59,55,82,96,96,3,1
95,52,81,59,62,5,1
73,84,97,47,50,1,1
95,51,30,83,21,0,0
65,39,37,50,61,3,0
66,57,83,82,50,4,1
34,44,54,45,80,6,0
38,66,26,57,75,0,0
45,36,82,33,33,0,0
71,97,60,84,33,0,0
41,47,96,44,48,3,0
40,96,69,93,100,2,1
70,38,33,94,69,5,0
57,49,89,45,69,6,0
39,55,74,49,82,0,0
48,78,56,93,92,4,1
70,29,67,62,84,4,0
23,37,78,98,87,1,0
74,52,71,98,90,2,1
90,67,38,87,30,2,0
47,71,72,68,33,3,0
23,95,79,65,22,1,0
41,62,53,97,27,6,0
95,91,71,50,62,3,1
64,86,87,92,28,1,1
86,63,43,35,38,5,0
85,61,33,53,31,2,0
53,32,61,82,46,6,0
74,76,76,79,77,5,1
20,57,81,41,44,6,0
91,66,52,85,64,3,1
57,100,60,44,67,1,0
25,51,88,69,69,2,0
44,32,42,70,100,2,0
36,47,59,98,63,6,0
80,88,92,98,78,6,1
31,44,63,35,52,6,0
25,40,32,96,97,0,0
46,41,39,62,47,3,0
27,43,31,72,37,0,0
84,32,41,50,74,6,0
76,62,88,94,52,6,1
59,62,36,46,34,2,0
33,77,80,37,80,3,0
54,55,70,93,30,3,0
67,68,71,57,55,5,0
75,84,40,42,34,4,0
68,100,93,42,72,1,1
32,41,26,67,81,4,0
80,97,78,54,67,4,1
68,63,51,91,34,6,0
65,66,55,52,82,2,0
81,72,65,50,62,5,1
27,36,60,83,69,1,0
62,42,71,92,79,6,1
39,30,67,59,78,6,0
58,67,89,97,34,4,1
68,59,74,61,48,4,0
83,78,25,53,94,3,1
81,86,96,36,59,2,1
73,93,81,30,50,4,1
28,40,40,32,92,1,0
56,32,52,57,30,0,0
68,55,46,72,100,6,1
60,34,65,75,81,0,0
36,80,100,30,94,2,1
40,100,43,67,27,0,0
70,94,74,64,70,3,1
78,44,83,83,76,3,1
58,29,93,53,23,1,0
74,47,58,57,55,5,0
60,33,63,51,38,2,0
58,82,98,45,43,2,0
32,83,31,42,60,6,0
83,78,76,91,68,0,1
30,70,84,72,65,4,0
38,46,76,61,55,4,0
30,88,48,96,29,5,0
96,32,50,86,97,6,1
65,44,34,94,26,4,0
64,75,41,98,31,5,0
20,63,26,78,67,6,0
59,61,51,62,56,1,0
38,74,97,48,94,2,1
95,58,95,65,55,0,1
91,99,72,99,79,1,1
91,57,98,44,96,3,1
80,55,33,53,27,3,0
31,78,47,56,26,3,0
80,68,95,78,62,5,1
52,58,97,52,77,5,1
64,95,51,62,100,6,1
88,86,95,70,65,2,1
27,47,67,85,53,3,0
44,70,31,58,91,5,0
65,80,87,60,41,6,1
49,31,68,94,40,5,0
66,85,63,47,34,4,0
68,27,64,35,24,5,0
66,62,31,81,36,3,0
37,58,94,69,91,1,1
85,68,49,94,38,3,0
87,54,83,71,24,6,1
52,41,37,97,42,6,0
55,83,86,61,33,6,1
38,34,32,39,29,4,0
47,42,69,98,50,3,0
59,69,42,38,32,0,0
95,83,84,98,41,4,1
34,86,84,90,56,2,1
60,83,26,40,58,3,0
58,73,90,97,29,5,1
21,87,38,37,50,1,0
82,56,72,78,62,3,1
48,34,80,53,96,1,0
93,35,36,62,55,6,0
85,94,79,48,54,6,1
70,86,52,31,87,0,0
94,71,28,84,74,2,1
96,58,60,40,87,5,1
29,41,74,46,66,4,0
33,78,27,71,25,4,0
70,100,25,90,47,2,0
92,64,41,32,49,0,0
58,43,95,64,46,0,0
47,91,86,95,88,6,1
22,77,72,30,58,3,0
89,88,86,36,54,0,1
46,71,93,49,63,3,0
21,30,43,72,34,1,0
57,40,58,35,51,2,0
22,96,73,84,48,1,0
35,42,71,50,82,1,0
59,76,74,80,25,1,0
21,72,50,75,46,1,0
100,67,80,64,47,4,1
60,63,38,37,24,0,0
31,73,49,97,60,2,0
54,36,28,45,75,2,0
84,34,56,96,73,5,1
74,95,89,100,99,1,1
64,79,85,93,37,2,1
98,25,44,31,96,6,0
81,73,98,30,62,3,1
68,60,34,87,93,2,1
44,45,58,30,48,6,0
42,61,85,36,29,1,0
43,48,51,98,25,2,0
57,79,64,47,99,0,1
